eventId,eventTitle,choiceId,choiceLabel,timesEncounteredTotal,timesChosen,selectionShare,avgPollDelta,agentsChoosingIt,dominant
party_nouvelle_energie_alliance,Horizons propose une plateforme de gestion,nouvelle_energie_alliance_compete,Refuser la plateforme et comparer publiquement les bilans locaux des deux mouvements,10,4,0.4,-0.492,opportuniste_electoral|mediatique|contrarien,false
campaign_official_launch,Le lancement depuis Saint-Denis,launch_territorial_voices,Confier la moitié du direct à trois militants de territoires différents,33,13,0.394,0.628,aleatoire|prudent|parti_dabord|ideologiquement_coherent|contrarien,false
debate_free_conclusion,La minute qui vous appartient,free_conclusion_story,Raconter la rencontre d’une aide-soignante et relier son quotidien à votre priorité sociale,89,35,0.393,-0.001,opportuniste_electoral|contrarien|mediatique|aleatoire,false
party_nouvelle_energie_fronde,Raphaël Ternois pousse à la fusion,nouvelle_energie_fronde_negotiate_terms,Mandater Raphaël Ternois pour négocier cinq garanties programmatiques et un calendrier,23,9,0.391,0.093,aleatoire|prudent|parti_dabord|contrarien,false
scandal_donation_route,Un virement suit un trajet complexe,donation_route_return,Renvoyer immédiatement le don et transmettre le dossier à la commission des comptes,41,16,0.39,0.149,prudent|ideologiquement_coherent|aleatoire,false
party_horizons_signature,La décentralisation doit devenir concrète,horizons_signature_experimentation,Autoriser dix territoires volontaires à déroger aux normes nationales pendant trois ans,18,7,0.389,1.219,aleatoire|risque|mediatique|contrarien,false
party_lr_crisis_followup,Les fédérations exigent un vote de ligne,lr_crisis_members_referendum,Organiser un référendum interne sur trois règles d’alliance avant la campagne officielle,18,7,0.389,0.194,aleatoire|risque|ideologiquement_coherent|parti_dabord,false
party_reconquete_alliance,Le RN offre des désistements limités,reconquete_alliance_legislative_pact,Accepter les désistements et limiter les critiques du RN aux divergences programmatiques,18,7,0.389,0.281,aleatoire|prudent|ideologiquement_coherent,false
runoff_common_program,La coalition réclame une annexe,common_program_method,Refuser les mesures nouvelles et signer uniquement une méthode de gouvernement commune,129,50,0.388,-0.337,prudent|ideologiquement_coherent|aleatoire,false
runoff_final_debate,Le débat de lentre-deux-tours,final_debate_admit_compromises,Nommer deux compromis consentis à vos alliés et les limites que vous refusez de franchir,220,85,0.386,0.188,aleatoire|prudent|ideologiquement_coherent,false
program_institutions,La présidence que vous proposez,institutions_presidential_power,Conserver les institutions actuelles et limiter seulement les nominations présidentielles,130,50,0.385,-0.069,prudent|aleatoire|contrarien|ideologiquement_coherent,false
internal_strategy_leak,La note sur le vote utile fuite,strategy_leak_publish,"Publier la note entière, identifier son auteur fictif et confirmer les options finalement écartées",39,15,0.385,0.537,ideologiquement_coherent|prudent,false
world_housing_protest,Les tentes encerclent la préfecture,housing_protest_requisition,Proposer la réquisition temporaire des bureaux publics vacants avec accompagnement social,21,8,0.381,0.839,aleatoire|ideologiquement_coherent|mediatique,false
campaign_defend_unfairly_attacked_rival,Une accusation jugée infondée vise un adversaire,defend_rival_amplify_doubt,"Diffuser la rumeur sous forme de question, sans l’affirmer directement",42,16,0.381,-0.61,opportuniste_electoral|contrarien|parti_dabord|aleatoire|mediatique,false
party_ecologistes_fronde,Maud Lestang rouvre le débat nucléaire,ecologistes_fronde_no_deadline,Retirer toute date de fermeture et demander une convention énergétique après l’élection,21,8,0.381,-0.926,aleatoire|prudent|ideologiquement_coherent|contrarien,false
program_institutions,La présidence que vous proposez,institutions_constituent,Convoquer une assemblée constituante élue et soumettre son texte à référendum,130,49,0.377,-0.26,opportuniste_electoral|parti_dabord|mediatique|ideologiquement_coherent|contrarien|aleatoire,false
party_lfi_crisis_followup,La fronde sociale exige un vote,lfi_crisis_vote,Organiser le vote en séparant la priorité programmatique du rôle personnel de Nassim Courbet,8,3,0.375,-0.453,aleatoire|prudent|ideologiquement_coherent,false
alliance_left_roundtable,Le PS propose trois engagements communs,left_roundtable_agreement,Signer les trois engagements et suspendre toute campagne de vote utile contre le PS,8,3,0.375,-0.033,prudent|opportuniste_electoral,false
alliance_left_roundtable,Le PS propose trois engagements communs,left_roundtable_public_only,Participer à la réunion sans pacte électoral et publier vos désaccords après chaque engagement,8,3,0.375,0.33,ideologiquement_coherent|aleatoire,false
party_lfi_local_asset,Saint-Denis ouvre ses réseaux associatifs,lfi_local_march,Organiser une marche nationale contre la vie chère avec les associations en tête,16,6,0.375,0.12,parti_dabord|mediatique|contrarien,false
media_fact_check_followup,Le coût passe au crible,fact_check_attack_method,Contester la méthode du journal et maintenir le montant donné sans publier de nouveau calcul,8,3,0.375,0.357,aleatoire|opportuniste_electoral|mediatique,false
rare_debate_blackout,Le studio plonge dans le noir,blackout_agree_rules,Proposer aux candidats une règle commune de reprise et demander l’arrêt des caméras privées,16,6,0.375,0.062,ideologiquement_coherent|opportuniste_electoral|prudent,false
media_fact_check_followup,Le coût passe au crible,fact_check_release_model,"Publier le tableur complet, ses hypothèses et les corrections apportées depuis la matinale",8,3,0.375,1.07,risque|aleatoire,false
party_rn_runoff,Le RN doit élargir sans démobiliser,rn_runoff_people_against_system,Refuser les accords d’élus et appeler les abstentionnistes à renverser le système des partis,32,12,0.375,-0.117,parti_dabord|mediatique|contrarien,false
campaign_budget_arbitration,Le budget impose trois renoncements,budget_emergency_fundraising,Lancer une collecte publique en publiant le besoin et chaque dépense prévue,121,45,0.372,0.173,aleatoire|risque|contrarien,false
world_economic_slowdown,La croissance simulée se retourne,slowdown_budget_caution,Maintenir le programme budgétaire et proposer seulement une clause de réexamen trimestriel,62,23,0.371,0.126,prudent|parti_dabord|aleatoire|contrarien,false
program_end_of_life,La question de la fin de vie,end_of_life_palliative_only,Financer davantage les soins palliatifs sans légiférer sur l’aide active à mourir,100,37,0.37,0.655,aleatoire|prudent|risque|ideologiquement_coherent,false
scandal_campaign_data,Un fichier militant sort du siège,campaign_data_notify,"Fermer le lien, notifier les personnes et la CNIL, puis publier le périmètre exact de l’exposition",65,24,0.369,-0.771,aleatoire|ideologiquement_coherent|parti_dabord|opportuniste_electoral,false
media_local_press,Six rédactions face au désert médical,local_press_health_contracts,Proposer des contrats territoriaux avec objectifs publics et financement garanti sur cinq ans,160,59,0.369,0.55,prudent|risque|aleatoire|ideologiquement_coherent,false
runoff_vote_transfers,Les reports refusent la mécanique,vote_transfers_guarantee,Ajouter une garantie sociale ciblée au contrat de coalition et en chiffrer le coût,147,54,0.367,0.271,aleatoire|ideologiquement_coherent|opportuniste_electoral,false
government_balance,Quinze ministres pour une coalition,government_balance_small_team,Limiter le gouvernement à douze membres et fusionner les portefeuilles les plus proches,85,31,0.365,0.024,aleatoire|ideologiquement_coherent|opportuniste_electoral|mediatique,false
internal_rival_interview,Un rival corrige votre ligne,rival_interview_remove_role,Retirer au responsable son portefeuille économique et maintenir votre proposition sans nouveau vote,63,23,0.365,0.132,mediatique|risque|opportuniste_electoral|contrarien|aleatoire,false
world_industrial_closure,Une aciérie annonce sa fermeture,closure_retraining_contract,Négocier avec la région un contrat de reprise ou de formation garanti pour chaque salarié,11,4,0.364,1.207,risque|contrarien,false
program_health,Le prochain budget de la santé,health_hospital_staff,Financer cinquante mille postes hospitaliers en relevant les recettes affectées à la santé,107,39,0.364,0.403,opportuniste_electoral|parti_dabord|aleatoire|ideologiquement_coherent|mediatique|contrarien,false
runoff_common_program,La coalition réclame une annexe,common_program_all,Adopter les douze mesures et présenter le texte comme un nouveau contrat de second tour,129,47,0.364,-0.606,opportuniste_electoral|parti_dabord|mediatique|contrarien|aleatoire,false
party_rn_crisis_followup,Le courant Ferran teste la discipline,rn_crisis_signed_line,Exiger une signature individuelle de la ligne présidentielle et exclure les refus de la campagne,11,4,0.364,1.45,aleatoire|mediatique|contrarien,false
party_nouvelle_energie_identity,Nouvelle Énergie doit prouver son utilité,nouvelle_energie_identity_coalition,Proposer une plateforme commune à Horizons et LR avant de confirmer la candidature,11,4,0.364,-0.14,aleatoire|opportuniste_electoral|contrarien,false
party_nouvelle_energie_identity,Nouvelle Énergie doit prouver son utilité,nouvelle_energie_identity_territories,Reporter les grandes annonces et ouvrir vingt comités dans les villes moyennes,11,4,0.364,-0.215,prudent|parti_dabord,false
custom_members_growth,Les nouveaux adhérents réclament un pouvoir réel,custom_members_consult_only,Créer une consultation mensuelle non contraignante et réserver l’arbitrage final au bureau national,11,4,0.364,0.057,prudent|aleatoire,false
custom_runoff_mandate,Votre jeune parti doit définir son mandat de second tour,custom_runoff_keep_manifesto,Maintenir intégralement le manifeste et demander des soutiens sans négociation supplémentaire,58,21,0.362,-0.075,ideologiquement_coherent|aleatoire,false
media_silence_day,Vingt-quatre heures sans caméra,silence_publish_schedule,Maintenir la journée de travail et publier l’agenda précis des réunions programmatiques,119,43,0.361,-0.168,prudent|ideologiquement_coherent|aleatoire,false
internal_staff_fatigue,Le siège arrive à saturation,staff_fatigue_cancel,"Annuler deux déplacements, instaurer une journée de repos et redistribuer les astreintes",64,23,0.359,0.31,prudent|parti_dabord|opportuniste_electoral|aleatoire,false
world_floods,La Garonne sort de son lit,floods_go_now,Rejoindre immédiatement un centre de coordination sans caméra et suivre les tâches attribuées,67,24,0.358,0.05,opportuniste_electoral|risque|contrarien|aleatoire,false
campaign_weather_disaster,La pluie emporte la tournée,weather_remote_climate,Tenir un point presse à distance sur l’adaptation aux pluies extrêmes,67,24,0.358,0.15,contrarien|risque|ideologiquement_coherent|aleatoire,false
party_lfi_fronde,Nassim Courbet réclame une ligne plus sociale,lfi_fronde_refuse,Refuser la priorité unique et retirer à Nassim Courbet ses interventions nationales,14,5,0.357,0.16,aleatoire|risque|contrarien,false
party_lfi_fronde,Nassim Courbet réclame une ligne plus sociale,lfi_fronde_joint_platform,"Publier avec Nassim Courbet un texte reliant salaires, partage du pouvoir et services publics",14,5,0.357,1.408,opportuniste_electoral|parti_dabord,false
party_renaissance_electorate,Les classes moyennes demandent un gain net,renaissance_electorate_public_services,Garantir plutôt la gratuité de plusieurs services essentiels pour les ménages sous le revenu médian,14,5,0.357,-0.254,aleatoire|parti_dabord|contrarien,false
runoff_endorsement_wave,Les soutiens arrivent avec leurs conditions,endorsement_wave_no_deals,Remercier chaque soutien et refuser toute négociation programmatique avant le scrutin,152,54,0.355,0.271,aleatoire|ideologiquement_coherent|parti_dabord,false
world_economic_slowdown,La croissance simulée se retourne,slowdown_investment,"Proposer un plan d’investissement ciblé sur le logement, le rail et la rénovation énergétique",62,22,0.355,-0.195,ideologiquement_coherent|opportuniste_electoral|mediatique|contrarien|aleatoire,false
debate_economy_round,Le duel sur les huit milliards,economy_round_drop_measure,Retirer en direct la dépense non financée et annoncer la mise à jour du programme,51,18,0.353,0.681,aleatoire|prudent|ideologiquement_coherent|contrarien,false
world_national_strike,La grève bloque les transports,strike_mediation,Demander une médiation indépendante avec suspension des nouvelles mesures pendant quarante-huit heures,17,6,0.353,0.58,prudent|risque|opportuniste_electoral,false
campaign_overseas_trip,Le déplacement en Guadeloupe engage,overseas_water_authority,Proposer une autorité locale de l’eau avec budget pluriannuel contrôlé,17,6,0.353,0.53,aleatoire|risque|ideologiquement_coherent,false
custom_federal_charter,Deux fédérations publient des programmes opposés,custom_federal_local_referenda,Autoriser deux référendums locaux et annoncer que leur résultat primera sur la ligne nationale,17,6,0.353,-0.527,risque|aleatoire,false
custom_neighbor_offers,Trois partis testent votre autonomie,custom_neighbors_public_terms,Recevoir les trois délégations et publier avant chaque réunion les conditions minimales d’un accord,57,20,0.351,-0.221,aleatoire|risque,false
debate_all_candidates,Neuf candidats face au climat,all_candidates_drop_subsidy,Retirer une subvention automobile et transférer les crédits vers les transports régionaux,100,35,0.35,0.355,risque|opportuniste_electoral|aleatoire|ideologiquement_coherent,false
campaign_small_business,La PME teste votre réforme,sme_publish_both,Publier les deux simulations et corriger le seuil qui crée l’écart,20,7,0.35,-2.159,risque|aleatoire|contrarien,false
party_rn_alliance,Reconquête propose un pacte de non-agression,rn_alliance_non_aggression,Signer le pacte sans reprendre les engagements et reporter le programme commun après le vote,20,7,0.35,-0.647,prudent|risque|ideologiquement_coherent,false
internal_rival_interview,Un rival corrige votre ligne,rival_interview_shared_stage,Inviter le responsable à un débat public interne puis publier les points d’accord et de désaccord,63,22,0.349,0.62,parti_dabord|aleatoire|ideologiquement_coherent,false
internal_recruitment,Cinq cents bénévoles sans mission,recruitment_training,Former les nouveaux bénévoles pendant deux soirées avant toute prise de contact électorale,135,47,0.348,-0.014,aleatoire|prudent|ideologiquement_coherent,false
program_immigration,La loi migratoire du programme,immigration_faster_procedures,Doubler les moyens des procédures d’asile et fixer un délai maximal pour chaque décision,95,33,0.347,-0.041,prudent|risque|ideologiquement_coherent|aleatoire,false
program_wages,Le salaire net au centre,wages_raise_minimum,Augmenter le salaire minimum de huit pour cent et compenser temporairement les petites entreprises,81,28,0.346,-0.053,aleatoire|ideologiquement_coherent|opportuniste_electoral|mediatique|contrarien,false
media_short_video,Une minute sur les loyers,short_video_building_targets,Détailler un objectif de construction à Rennes et les terrains publics mobilisés,26,9,0.346,0.196,risque|parti_dabord|aleatoire,false
government_ministry_conflict,Deux alliés réclament Bercy,ministry_conflict_split,Scinder léconomie et les finances entre les deux alliés avec un arbitrage direct de Matignon,78,27,0.346,-0.007,ideologiquement_coherent|parti_dabord|aleatoire,false
internal_major_donor,Un donateur demande un rendez-vous,major_donor_public_roundtable,"Inviter le donateur à une table ronde publique avec syndicats, PME et associations",52,18,0.346,0.871,ideologiquement_coherent|aleatoire|mediatique,false
internal_congress_motion,Une motion réclame un congrès,congress_refuse,Refuser le congrès jusquau scrutin et demander aux signataires de retirer publiquement leur motion,58,20,0.345,0.123,aleatoire|risque|mediatique|contrarien,false
scandal_family_hire,La directrice a recruté son frère,family_hire_audit_value,Maintenir la mission après un audit du prix et retirer à Anaïs Vercel toute décision d’achats,64,22,0.344,-0.535,opportuniste_electoral|mediatique|contrarien|aleatoire,false
debate_all_candidates,Neuf candidats face au climat,all_candidates_carbon_contract,Conditionner chaque dépense climatique à une baisse d’émissions mesurée deux ans après son lancement,100,34,0.34,0.734,prudent|ideologiquement_coherent|aleatoire|contrarien,false
campaign_student_forum,Le forum étudiant refuse les slogans,students_selection_debate,Refuser une réponse unique et ouvrir un débat filière par filière,71,24,0.338,0.075,aleatoire|prudent|contrarien,false
scandal_local_expenses,Des notes de frais se mélangent,local_expenses_remove_official,Exclure Samira Bellon de la campagne et confier toutes les dépenses locales au siège,74,25,0.338,-0.326,risque|contrarien|aleatoire|mediatique,false
debate_free_conclusion,La minute qui vous appartient,free_conclusion_democratic,Demander aux téléspectateurs de comparer les programmes et promettre de respecter leur choix,89,30,0.337,0.422,prudent|ideologiquement_coherent|aleatoire,false
party_lfi_electorate,Les abstentionnistes demandent une preuve,lfi_electorate_vote_ultimatum,Présenter le scrutin comme la dernière chance dappliquer le programme de rupture,12,4,0.333,0.795,aleatoire|parti_dabord|contrarien,false
world_housing_protest,Les tentes encerclent la préfecture,housing_protest_building_contract,Signer avec la ville un objectif annuel de logements sociaux et un tableau public des permis,21,7,0.333,0.196,aleatoire|risque|parti_dabord|contrarien,false
government_ministry_conflict,Deux alliés réclament Bercy,ministry_conflict_third,Écarter les deux candidatures et nommer une économiste fictive indépendante,78,26,0.333,-0.097,aleatoire|risque|mediatique|contrarien,false
rare_hologram_revolt,Le double numérique refuse de démarrer,hologram_wait,Suspendre le meeting jusqu’à réparation et reprendre le discours complet une heure plus tard,24,8,0.333,-0.55,risque|mediatique|contrarien|aleatoire,false
world_european_vote,Le Conseil européen se divise,european_vote_small_group,Lancer le fonds avec les pays volontaires sans attendre un nouvel accord unanime,21,7,0.333,0.15,mediatique|prudent,false
party_ps_identity,Le PS doit nommer son projet,ps_identity_break,Faire voter une rupture avec les politiques de l’offre et inscrire la redistribution en tête du programme,12,4,0.333,-1.808,aleatoire|opportuniste_electoral|mediatique|contrarien,false
party_ps_identity,Le PS doit nommer son projet,ps_identity_members_vote,Soumettre trois priorités incompatibles au vote des adhérents et appliquer le classement obtenu,12,4,0.333,-1.355,aleatoire|parti_dabord|contrarien,false
party_ps_identity,Le PS doit nommer son projet,ps_identity_social_democrat,"Présenter un contrat social-démocrate chiffré autour du travail, des services publics et de l’Europe",12,4,0.333,-0.215,prudent|risque|ideologiquement_coherent,false
campaign_donation_drive,La collecte se bloque,donations_small_match,Lancer une semaine de petits dons avec un objectif public quotidien,72,24,0.333,-0.203,parti_dabord|risque|aleatoire,false
party_ecologistes_identity,Les Écologistes arbitrent leur méthode,ecologistes_identity_shared_mandate,Confier le programme aux fédérations et réserver les arbitrages de calendrier à Éloi Vernet,9,3,0.333,-0.56,aleatoire|ideologiquement_coherent,false
party_renaissance_alliance,Horizons propose une candidature commune,renaissance_alliance_full,Signer l’accord et réserver un tiers du comité de campagne aux représentants d’Horizons,21,7,0.333,0.35,aleatoire|ideologiquement_coherent|opportuniste_electoral,false
party_renaissance_identity,Renaissance choisit continuité ou rupture,renaissance_identity_coalition,"Créer un conseil de coalition où Renaissance, Horizons et les indépendants valident les priorités",9,3,0.333,0.24,aleatoire|parti_dabord|mediatique,false
party_renaissance_signature,Le fonds industriel européen se précise,renaissance_signature_fast_track,Réserver un guichet accéléré aux projets capables d’ouvrir une usine sous deux ans,15,5,0.333,1.104,aleatoire|mediatique|contrarien,false
party_horizons_program_dilemma,La règle de dépense rencontre les communes,horizons_program_single_rule,Maintenir le plafond et proposer aux communes de fusionner leurs services pour le respecter,12,4,0.333,0.94,aleatoire|mediatique|contrarien,false
alliance_center_pact,Renaissance offre un pacte de stabilité,center_pact_sign,Signer le pacte avec Renaissance et publier les trois domaines qui restent hors accord,15,5,0.333,-0.476,risque|contrarien,false
party_lr_fronde,Diane Mérande veut négocier à droite,lr_fronde_close_negotiations,Interdire les contacts nationaux et remplacer Diane Mérande à la tête des investitures,24,8,0.333,-0.236,aleatoire|opportuniste_electoral|contrarien,false
party_lr_alliance,Horizons propose un accord économique,lr_alliance_policy_without_border,Accepter les mesures économiques mais retirer toute mention des alliances futures,21,7,0.333,-0.36,aleatoire|prudent|ideologiquement_coherent,false
media_economic_morning,Le chiffrage de la matinale,economic_morning_defer,Refuser le chiffre improvisé et annoncer une conférence budgétaire complète le soir même,18,6,0.333,-0.932,parti_dabord|prudent|aleatoire,false
party_reconquete_program_dilemma,La souveraineté économique cherche ses instruments,reconquete_program_public_procurement,Réserver une part des commandes publiques aux productions européennes selon des critères publiés,12,4,0.333,0.285,prudent|ideologiquement_coherent,false
party_nouvelle_energie_electorate,Les électeurs ignorent encore le mouvement,nouvelle_energie_electorate_hundred_meetings,Organiser cent réunions de trente personnes avec une seule proposition votée à la fin,9,3,0.333,0.203,opportuniste_electoral|parti_dabord|contrarien,false
custom_coherent_manifesto,Des économistes testent la cohérence du manifeste,custom_manifesto_open_model,"Publier le modèle complet, ses hypothèses et un formulaire permettant aux chercheurs de proposer des corrections",18,6,0.333,-0.063,ideologiquement_coherent|aleatoire,false
internal_financial_review,Le contrôle interne signale trois factures,financial_review_suspend,Suspendre les paiements concernés et confier les justificatifs à un expert-comptable indépendant,118,39,0.331,-0.287,aleatoire|prudent|ideologiquement_coherent,false
program_taxation,Qui financera les priorités,taxation_wealth,Créer un impôt progressif sur les patrimoines les plus élevés avec assiette publique,100,33,0.33,0.515,ideologiquement_coherent|parti_dabord|mediatique|contrarien|aleatoire,false
internal_nomination_rules,Les règles de la liste commune,nomination_candidate_team,Nommer vous-même six responsables sur leurs compétences et publier leurs missions précises,88,29,0.33,-0.291,opportuniste_electoral|mediatique|contrarien,false
debate_duel_interruption,L’adversaire refuse de vous laisser répondre,duel_interruption_moderator,Demander à la modératrice de restituer précisément votre temps avant de poursuivre,116,38,0.328,0.589,aleatoire|prudent|contrarien,false
media_documentary_access,La caméra derrière la porte,documentary_rules,Ouvrir les réunions logistiques mais protéger les échanges personnels et les négociations confidentielles,49,16,0.327,0.422,aleatoire|prudent|parti_dabord,false
program_pensions,La ligne de départ des retraites,pensions_return_62,Ramener l’âge légal à soixante-deux ans et financer l’écart par une hausse ciblée des cotisations,129,42,0.326,0.318,ideologiquement_coherent|parti_dabord|mediatique|contrarien|aleatoire,false
program_school,La promesse faite à l’école,school_autonomy,Donner aux établissements un budget et une autonomie de recrutement sous contrôle académique,89,29,0.326,0.675,opportuniste_electoral|mediatique|contrarien|ideologiquement_coherent|aleatoire,false
campaign_attacked_by_rival_pole,Une attaque frontale de La France insoumise,attacked_by_lfi_ignore,Ne pas répondre publiquement et poursuivre le calendrier de campagne prévu,77,25,0.325,-0.234,aleatoire|contrarien|prudent,false
campaign_factory_visit,L’atelier industriel de Saint-Nazaire,factory_listen_shift,Renoncer au discours préparé et tenir une réunion avec l’équipe de nuit,155,50,0.323,0.721,aleatoire|opportuniste_electoral|parti_dabord|contrarien|ideologiquement_coherent,false
custom_500_signatures,La course aux cinq cents présentations,custom_signatures_rural_tour,Consacrer six semaines aux maires ruraux avec une équipe juridique capable de répondre commune par commune,31,10,0.323,0.145,prudent|aleatoire,false
campaign_budget_arbitration,Le budget impose trois renoncements,budget_cut_large_rallies,Annuler deux grands meetings et préserver les équipes départementales,121,39,0.322,0.069,prudent|ideologiquement_coherent|aleatoire,false
program_digital_rights,Vie privée et réseaux : la ligne numérique,digital_rights_age_verification,Créer une majorité numérique à seize ans avec vérification d’âge obligatoire,53,17,0.321,1.244,opportuniste_electoral|parti_dabord|contrarien|aleatoire|ideologiquement_coherent|mediatique,false
government_ministry_conflict,Deux alliés réclament Bercy,ministry_conflict_competence,Choisir le responsable le plus compétent et offrir à lautre la présidence dun comité parlementaire,78,25,0.321,0.014,opportuniste_electoral|prudent|aleatoire,false
party_ps_program_dilemma,Le bilan gouvernemental divise la convention,ps_program_public_inventory,"Publier un inventaire distinguant trois acquis, trois erreurs et les correctifs proposés",25,8,0.32,-0.279,aleatoire|risque|contrarien,false
campaign_final_rally,Le dernier grand meeting,final_rally_new_pledge,Annoncer une baisse fiscale nouvelle pour créer un dernier mouvement,25,8,0.32,-0.628,risque|mediatique|aleatoire|ideologiquement_coherent,false
media_prime_time_invite,Le fauteuil libéré au vingt heures,prime_time_decline_prepare,Décliner l’invitation et consacrer la soirée au débat économique du lendemain,160,51,0.319,-0.183,prudent|ideologiquement_coherent|aleatoire,false
program_energy,Le mix électrique de 2040,energy_nuclear_priority,Lancer dix réacteurs et ralentir les appels d’offres éoliens terrestres contestés localement,104,33,0.317,-0.338,aleatoire|ideologiquement_coherent|contrarien|opportuniste_electoral|mediatique,false
runoff_favorite_pressure,Deux points davance à cinq jours,favorite_pressure_turnout,Consacrer les cinq jours au porte-à-porte dans les zones de faible participation,205,65,0.317,0.16,aleatoire|prudent|parti_dabord,false
party_rn_signature,La baisse de TVA doit être ciblée,rn_signature_consumption_rebate,Remplacer la baisse par un chèque trimestriel modulé selon le revenu et le territoire,19,6,0.316,1.248,aleatoire|parti_dabord|contrarien,false
rare_debate_blackout,Le studio plonge dans le noir,blackout_talk_opponent,Négocier discrètement avec un candidat voisin une trêve pour le reste du débat,16,5,0.313,0.044,aleatoire|contrarien|parti_dabord,false
rare_debate_blackout,Le studio plonge dans le noir,blackout_rehearse,Utiliser les huit minutes pour répéter votre conclusion avec la directrice de campagne,16,5,0.313,0.25,mediatique|risque|aleatoire,false
party_reconquete_local_asset,Les comités numériques cherchent du terrain,reconquete_local_training,Financer cent formations locales et exiger un compte rendu public de chaque réunion,16,5,0.313,0.056,aleatoire|parti_dabord|contrarien,false
runoff_last_hours,Les dernières heures autorisées,last_hours_surprise,Annoncer une baisse dimpôt nouvelle pour tenter de créer un dernier mouvement,170,53,0.312,0.159,aleatoire|risque|contrarien|ideologiquement_coherent,false
debate_duel_interruption,L’adversaire refuse de vous laisser répondre,duel_interruption_direct_address,Cesser de répondre à l’adversaire et expliquer votre mesure directement à la caméra,116,36,0.31,0.517,ideologiquement_coherent|aleatoire|opportuniste_electoral,false
alliance_poach_rival_cadre,Un cadre écologiste tenté par un ralliement,poach_rival_cadre_decline,Décliner et proposer une plateforme commune sur l’écologie sans débauchage,71,22,0.31,-0.229,opportuniste_electoral|parti_dabord|ideologiquement_coherent|aleatoire,false
debate_unknown_question,La question venue de Mayotte,unknown_question_admit,Reconnaître que vous ignorez le chiffre local et annoncer une réponse documentée sous vingt-quatre heures,68,21,0.309,0.014,aleatoire|parti_dabord|opportuniste_electoral|mediatique,false
internal_strategy_leak,La note sur le vote utile fuite,strategy_leak_blame_consultant,Rompre le contrat de Léonard Pujol et affirmer quil a rédigé la note sans mandat,39,12,0.308,-0.503,risque|contrarien|aleatoire,false
internal_strategy_leak,La note sur le vote utile fuite,strategy_leak_adopt,Assumer l’analyse et lancer dès ce soir une campagne explicite de vote utile,39,12,0.308,-0.533,opportuniste_electoral|parti_dabord|mediatique|aleatoire,false
debate_expose_contradiction_centrist,Une contradiction chez le camp centriste,expose_contradiction_public,Présenter la contradiction en direct avec les deux citations à l’appui,75,23,0.307,0.456,risque|mediatique|aleatoire,false
alliance_parliamentary_group,Douze députés offrent leur expérience,parliamentary_group_expertise,Refuser les ralliements individuels et demander seulement une expertise juridique publique,72,22,0.306,0.965,prudent|ideologiquement_coherent|aleatoire,false
campaign_budget_arbitration,Le budget impose trois renoncements,budget_cut_consultants,Rompre les contrats de conseil et internaliser le chiffrage du programme,121,37,0.306,-0.24,opportuniste_electoral|parti_dabord|mediatique|aleatoire,false
program_integration_contract,"Le contrat d’intégration, jusqu’où aller",integration_contract_more_support,Financer davantage l’accompagnement à l’intégration sans nouvelle obligation contractuelle,141,43,0.305,0.169,prudent|contrarien|aleatoire|ideologiquement_coherent,false
party_lfi_program_dilemma,La désobéissance européenne doit être définie,lfi_program_list,"Publier une liste limitée de règles, les mesures françaises concernées et le calendrier de négociation",23,7,0.304,0.18,prudent|ideologiquement_coherent,false
party_ps_alliance,Les Écologistes proposent un contrat municipal,ps_alliance_accept,Signer le contrat métropolitain et réserver aux Écologistes quatre circonscriptions négociables,23,7,0.304,0.28,aleatoire|ideologiquement_coherent|opportuniste_electoral,false
program_family_reunification,Le regroupement familial en question,family_reunification_extend_delay,Fixer à trois ans le délai de résidence requis avant regroupement familial,33,10,0.303,0.078,opportuniste_electoral|contrarien|parti_dabord|mediatique|ideologiquement_coherent|aleatoire,false
debate_duel_interruption,L’adversaire refuse de vous laisser répondre,duel_interruption_confront,Couper à votre tour et exiger que chacun lise son propre financement à voix haute,116,35,0.302,0.848,risque|parti_dabord|mediatique|aleatoire,false
scandal_false_resume,Une ligne du CV est fausse,false_resume_suspend,Suspendre le responsable pendant une semaine et faire vérifier toutes les biographies de l’équipe,43,13,0.302,-0.204,prudent|contrarien|aleatoire,false
party_ps_electorate,Les agents publics attendent des garanties,ps_electorate_staffing_priority,Réserver les premiers crédits aux recrutements dans les hôpitaux et les écoles plutôt qu’aux hausses générales,10,3,0.3,1.463,parti_dabord|mediatique|contrarien,false
party_rn_program_dilemma,La préférence nationale rencontre le droit,rn_program_residency_condition,Remplacer la nationalité par une durée de résidence et de cotisation clairement définie,17,5,0.294,-0.008,aleatoire|prudent|ideologiquement_coherent|contrarien,false
internal_primary_debt,La promesse faite après la primaire,primary_debt_honor,Honorer la promesse et organiser une passation publique avec léquipe actuelle,157,46,0.293,0.286,prudent|parti_dabord|aleatoire,false
program_europe,La règle européenne à changer,europe_investment_rule,Négocier lexclusion des investissements climatiques du calcul des déficits nationaux,130,38,0.292,0.89,prudent|aleatoire|ideologiquement_coherent,false
program_school_values,Ce que l’école doit transmettre,school_values_civic_curriculum,Introduire un enseignement moral et civique renforcé avec évaluation nationale,65,19,0.292,-0.297,risque|opportuniste_electoral|ideologiquement_coherent|contrarien,false
media_unflattering_photo,La photographie du quai vide,photo_ignore,Ignorer la photographie et publier uniquement les engagements annoncés à Lille,55,16,0.291,-0.761,contrarien|aleatoire|prudent,false
